dosage_form,route,trade_name,approval_date,ad_type,oral,topical,parenteral,black_box_warning,applicant_full_name,innovator_company,product_id,nda_type
SUPPOSITORY,VAGINAL,DIETHYLSTILBESTROL,1982-01-01,DISCN,0,1,0,,ELI LILLY AND CO,0.0,PRODUCT_004040_002,N
TABLET,ORAL,DIETHYLSTILBESTROL,1982-01-01,DISCN,1,0,0,,ELI LILLY AND CO,0.0,PRODUCT_004041_002,N
TABLET,ORAL,DIETHYLSTILBESTROL,1982-01-01,DISCN,1,0,0,,ELI LILLY AND CO,0.0,PRODUCT_004041_003,N
TABLET,ORAL,DIETHYLSTILBESTROL,1982-01-01,DISCN,1,0,0,,ELI LILLY AND CO,0.0,PRODUCT_004041_004,N
TABLET,ORAL,DIETHYLSTILBESTROL,1982-01-01,DISCN,1,0,0,,ELI LILLY AND CO,0.0,PRODUCT_004041_005,N
TABLET,ORAL,SULFADIAZINE,1982-01-01,DISCN,1,0,0,,LEDERLE LABORATORIES DIV AMERICAN CYANAMID CO,0.0,PRODUCT_004054_001,N
INJECTABLE,INJECTION,SULFADIAZINE SODIUM,1982-01-01,DISCN,0,0,1,,LEDERLE LABORATORIES DIV AMERICAN CYANAMID CO,0.0,PRODUCT_004054_002,N
SUPPOSITORY,VAGINAL,STILBESTROL,1982-01-01,DISCN,0,1,0,,BRISTOL MYERS SQUIBB,0.0,PRODUCT_004056_001,N
SUPPOSITORY,VAGINAL,STILBESTROL,1982-01-01,DISCN,0,1,0,,BRISTOL MYERS SQUIBB,0.0,PRODUCT_004056_002,N
INJECTABLE,INJECTION,STILBESTROL,1982-01-01,DISCN,0,0,1,,BRISTOL MYERS SQUIBB,0.0,PRODUCT_004056_003,N
INJECTABLE,INJECTION,STILBESTROL,1982-01-01,DISCN,0,0,1,,BRISTOL MYERS SQUIBB,0.0,PRODUCT_004056_004,N
INJECTABLE,INJECTION,STILBESTROL,1982-01-01,DISCN,0,0,1,,BRISTOL MYERS SQUIBB,0.0,PRODUCT_004056_005,N
INJECTABLE,INJECTION,STILBESTROL,1982-01-01,DISCN,0,0,1,,BRISTOL MYERS SQUIBB,0.0,PRODUCT_004056_006,N
TABLET,ORAL,STILBETIN,1982-01-01,DISCN,1,0,0,,BRISTOL MYERS SQUIBB,0.0,PRODUCT_004056_007,N
TABLET,ORAL,STILBETIN,1982-01-01,DISCN,1,0,0,,BRISTOL MYERS SQUIBB,0.0,PRODUCT_004056_008,N
TABLET,ORAL,STILBETIN,1982-01-01,DISCN,1,0,0,,BRISTOL MYERS SQUIBB,0.0,PRODUCT_004056_009,N
TABLET,ORAL,STILBETIN,1982-01-01,DISCN,1,0,0,,BRISTOL MYERS SQUIBB,0.0,PRODUCT_004056_010,N
"TABLET, DELAYED RELEASE",ORAL,STILBETIN,1982-01-01,DISCN,1,0,0,,BRISTOL MYERS SQUIBB,0.0,PRODUCT_004056_011,N
"TABLET, DELAYED RELEASE",ORAL,STILBETIN,1982-01-01,DISCN,1,0,0,,BRISTOL MYERS SQUIBB,0.0,PRODUCT_004056_012,N
"TABLET, DELAYED RELEASE",ORAL,STILBETIN,1982-01-01,DISCN,1,0,0,,BRISTOL MYERS SQUIBB,0.0,PRODUCT_004056_013,N
"TABLET, DELAYED RELEASE",ORAL,STILBETIN,1982-01-01,DISCN,1,0,0,,BRISTOL MYERS SQUIBB,0.0,PRODUCT_004056_014,N
TABLET,ORAL,STILBETIN,1982-01-01,DISCN,1,0,0,,BRISTOL MYERS SQUIBB,0.0,PRODUCT_004056_017,N
TABLET,ORAL,SULFADIAZINE,1982-01-01,DISCN,1,0,0,,ELI LILLY AND CO,0.0,PRODUCT_004122_002,N
TABLET,ORAL,SULFADIAZINE,1982-01-01,DISCN,1,0,0,,ABBVIE INC,0.0,PRODUCT_004125_005,N
INJECTABLE,INJECTION,HEPARIN SODIUM,1982-01-01,DISCN,0,0,1,,PHARMACIA AND UPJOHN CO,0.0,PRODUCT_004570_001,N
INJECTABLE,INJECTION,HEPARIN SODIUM,1982-01-01,DISCN,0,0,1,,PHARMACIA AND UPJOHN CO,0.0,PRODUCT_004570_002,N
INJECTABLE,INJECTION,HEPARIN SODIUM,1982-01-01,DISCN,0,0,1,,PHARMACIA AND UPJOHN CO,0.0,PRODUCT_004570_003,N
INJECTABLE,INJECTION,ALCOHOL 5% AND DEXTROSE 5%,1982-01-01,DISCN,0,0,1,,B BRAUN MEDICAL INC,1.0,PRODUCT_004589_004,N
INJECTABLE,INJECTION,ALCOHOL 10% AND DEXTROSE 5%,1982-01-01,DISCN,0,0,1,,B BRAUN MEDICAL INC,1.0,PRODUCT_004589_006,N
TABLET,ORAL,PREMARIN,1982-01-01,RX,1,0,0,1.0,WYETH PHARMACEUTICALS LLC,1.0,PRODUCT_004782_001,N
TABLET,ORAL,PREMARIN,1982-01-01,DISCN,1,0,0,1.0,WYETH PHARMACEUTICALS LLC,0.0,PRODUCT_004782_002,N
TABLET,ORAL,PREMARIN,1982-01-01,RX,1,0,0,1.0,WYETH PHARMACEUTICALS LLC,0.0,PRODUCT_004782_003,N
TABLET,ORAL,PREMARIN,1982-01-01,RX,1,0,0,1.0,WYETH PHARMACEUTICALS LLC,1.0,PRODUCT_004782_004,N
TABLET,ORAL,PREMARIN,1984-01-26,RX,1,0,0,1.0,WYETH PHARMACEUTICALS LLC,0.0,PRODUCT_004782_005,N
TABLET,ORAL,PREMARIN,2003-07-16,RX,1,0,0,1.0,WYETH PHARMACEUTICALS LLC,0.0,PRODUCT_004782_006,N
TABLET,ORAL,DEMEROL,1982-01-01,DISCN,1,0,0,1.0,VALIDUS PHARMACEUTICALS LLC,1.0,PRODUCT_005010_001,N
INJECTABLE,INJECTION,DEMEROL,1982-01-01,DISCN,0,0,1,1.0,VALIDUS PHARMACEUTICALS LLC,0.0,PRODUCT_005010_002,N
INJECTABLE,INJECTION,DEMEROL,1982-01-01,DISCN,0,0,1,1.0,VALIDUS PHARMACEUTICALS LLC,0.0,PRODUCT_005010_003,N
TABLET,ORAL,DEMEROL,1982-01-01,DISCN,1,0,0,1.0,VALIDUS PHARMACEUTICALS LLC,1.0,PRODUCT_005010_004,N
SYRUP,ORAL,DEMEROL,1982-01-01,DISCN,1,0,0,1.0,VALIDUS PHARMACEUTICALS LLC,1.0,PRODUCT_005010_005,N
INJECTABLE,INJECTION,DEMEROL,1982-01-01,DISCN,0,0,1,1.0,VALIDUS PHARMACEUTICALS LLC,0.0,PRODUCT_005010_007,N
INJECTABLE,INJECTION,DEMEROL,1982-01-01,DISCN,0,0,1,1.0,VALIDUS PHARMACEUTICALS LLC,0.0,PRODUCT_005010_009,N
PELLET,IMPLANTATION,PERCORTEN,1982-01-01,DISCN,0,0,1,,NOVARTIS PHARMACEUTICALS CORP,0.0,PRODUCT_005151_001,N
TABLET,ORAL,HYCODAN,1988-07-26,RX,1,0,0,1.0,GENUS LIFESCIENCES INC,1.0,PRODUCT_005213_001,N
SYRUP,ORAL,HYCODAN,1988-07-26,RX,1,0,0,1.0,GENUS LIFESCIENCES INC,1.0,PRODUCT_005213_002,N
INJECTABLE,INJECTION,PANHEPRIN,1982-01-01,DISCN,0,0,1,,HOSPIRA INC,0.0,PRODUCT_005264_004,N
INJECTABLE,INJECTION,PANHEPRIN,1982-01-01,DISCN,0,0,1,,HOSPIRA INC,0.0,PRODUCT_005264_006,N
INJECTABLE,INJECTION,PANHEPRIN,1982-01-01,DISCN,0,0,1,,HOSPIRA INC,0.0,PRODUCT_005264_007,N
INJECTABLE,INJECTION,PANHEPRIN,1982-01-01,DISCN,0,0,1,,HOSPIRA INC,0.0,PRODUCT_005264_008,N
INJECTABLE,INJECTION,PANHEPRIN,1982-01-01,DISCN,0,0,1,,HOSPIRA INC,0.0,PRODUCT_005264_009,N
INJECTABLE,INJECTION,HEPARIN LOCK FLUSH,1982-01-01,DISCN,0,0,1,,HOSPIRA INC,0.0,PRODUCT_005264_010,N
INJECTABLE,INJECTION,HEPARIN SODIUM PRESERVATIVE FREE,1986-04-07,DISCN,0,0,1,,HOSPIRA INC,1.0,PRODUCT_005264_013,N
INJECTABLE,INJECTION,HEPARIN SODIUM PRESERVATIVE FREE,1986-04-07,DISCN,0,0,1,,HOSPIRA INC,1.0,PRODUCT_005264_014,N
INJECTABLE,INJECTION,HEPARIN LOCK FLUSH IN PLASTIC CONTAINER,1985-05-21,RX,0,0,1,,HOSPIRA INC,0.0,PRODUCT_005264_015,
TABLET,ORAL,ESTINYL,1982-01-01,DISCN,1,0,0,,SCHERING CORP SUB SCHERING PLOUGH CORP,0.0,PRODUCT_005292_001,N
TABLET,ORAL,ESTINYL,1982-01-01,DISCN,1,0,0,,SCHERING CORP SUB SCHERING PLOUGH CORP,0.0,PRODUCT_005292_002,N
TABLET,ORAL,ESTINYL,1982-01-01,DISCN,1,0,0,,SCHERING CORP SUB SCHERING PLOUGH CORP,0.0,PRODUCT_005292_003,N
INJECTABLE,INJECTION,PANTOPAQUE,1982-01-01,DISCN,0,0,1,,ALCON LABORATORIES INC,0.0,PRODUCT_005319_001,N
TABLET,ORAL,DESOXYN,1982-01-01,RX,1,0,0,1.0,KEY THERAPEUTICS LLC,1.0,PRODUCT_005378_002,N
"TABLET, EXTENDED RELEASE",ORAL,DESOXYN,1982-01-01,DISCN,1,0,0,1.0,KEY THERAPEUTICS LLC,0.0,PRODUCT_005378_003,N
"TABLET, EXTENDED RELEASE",ORAL,DESOXYN,1982-01-01,DISCN,1,0,0,1.0,KEY THERAPEUTICS LLC,0.0,PRODUCT_005378_004,N
"TABLET, EXTENDED RELEASE",ORAL,DESOXYN,1982-01-01,DISCN,1,0,0,1.0,KEY THERAPEUTICS LLC,0.0,PRODUCT_005378_005,N
TABLET,ORAL,LYNORAL,1982-01-01,DISCN,1,0,0,,ORGANON USA INC,0.0,PRODUCT_005490_002,N
TABLET,ORAL,LYNORAL,1982-01-01,DISCN,1,0,0,,ORGANON USA INC,0.0,PRODUCT_005490_003,N
CAPSULE,ORAL,DICUMAROL,1982-01-01,DISCN,1,0,0,,ELI LILLY AND CO,0.0,PRODUCT_005509_001,N
CAPSULE,ORAL,DICUMAROL,1982-01-01,DISCN,1,0,0,,ELI LILLY AND CO,0.0,PRODUCT_005509_003,N
INJECTABLE,INJECTION,HEPARIN SODIUM,1982-01-01,DISCN,0,0,1,,ELI LILLY AND CO,0.0,PRODUCT_005521_001,N
INJECTABLE,INJECTION,HEPARIN SODIUM,1982-01-01,DISCN,0,0,1,,ELI LILLY AND CO,0.0,PRODUCT_005521_002,N
INJECTABLE,INJECTION,HEPARIN SODIUM,1982-01-01,DISCN,0,0,1,,ELI LILLY AND CO,0.0,PRODUCT_005521_004,N
TABLET,ORAL,DICUMAROL,1982-01-01,DISCN,1,0,0,,ABBVIE INC,0.0,PRODUCT_005545_003,N
TABLET,ORAL,DICUMAROL,1982-01-01,DISCN,1,0,0,,ABBVIE INC,0.0,PRODUCT_005545_004,N
TABLET,ORAL,DICUMAROL,1982-01-01,DISCN,1,0,0,,ABBVIE INC,0.0,PRODUCT_005545_005,N
INJECTABLE,INJECTION,AMINOHIPPURATE SODIUM,1982-01-01,DISCN,0,0,1,0.0,MERCK AND CO INC,1.0,PRODUCT_005619_001,N
INJECTABLE,INJECTION,MANNITOL 25%,1982-01-01,DISCN,0,0,1,,MERCK AND CO INC,0.0,PRODUCT_005620_001,N
INJECTABLE,INJECTION,TUBOCURARINE CHLORIDE,1982-01-01,DISCN,0,0,1,,BRISTOL MYERS SQUIBB CO,0.0,PRODUCT_005657_001,N
TABLET,ORAL,VERTAVIS,1982-01-01,DISCN,1,0,0,,MEDPOINTE PHARMACEUTICALS MEDPOINTE HEALTHCARE INC,0.0,PRODUCT_005691_002,N
INJECTABLE,INJECTION,KAPPADIONE,1982-01-01,DISCN,0,0,1,,ELI LILLY AND CO,0.0,PRODUCT_005725_001,N
CREAM,VAGINAL,SULTRIN,1982-01-01,DISCN,0,1,0,,ORTHO MCNEIL PHARMACEUTICAL INC,0.0,PRODUCT_005794_001,N
TABLET,VAGINAL,SULTRIN,1982-01-01,DISCN,0,1,0,,ORTHO MCNEIL PHARMACEUTICAL INC,0.0,PRODUCT_005794_002,N
OINTMENT,TOPICAL,FURACIN,1982-01-01,DISCN,0,1,0,,SHIRE DEVELOPMENT INC,0.0,PRODUCT_005795_001,N
CAPSULE,ORAL,BENADRYL,1982-01-01,DISCN,1,0,0,,MCNEIL CONSUMER HEALTHCARE,0.0,PRODUCT_005845_001,N
ELIXIR,ORAL,BENADRYL,1982-01-01,DISCN,1,0,0,,MCNEIL CONSUMER HEALTHCARE,0.0,PRODUCT_005845_004,N
CAPSULE,ORAL,BENADRYL,1982-01-01,DISCN,1,0,0,,MCNEIL CONSUMER HEALTHCARE,0.0,PRODUCT_005845_007,N
SOLUTION,ORAL,TRIDIONE,1982-01-01,DISCN,1,0,0,0.0,ABBVIE INC,0.0,PRODUCT_005856_002,N
CAPSULE,ORAL,TRIDIONE,1982-01-01,DISCN,1,0,0,0.0,ABBVIE INC,0.0,PRODUCT_005856_005,N
TABLET,ORAL,TRIDIONE,1982-01-01,DISCN,1,0,0,0.0,ABBVIE INC,1.0,PRODUCT_005856_009,N
TABLET,ORAL,FOLVITE,1982-01-01,DISCN,1,0,0,,WYETH PHARMACEUTICALS INC,0.0,PRODUCT_005897_004,N
INJECTABLE,INJECTION,FOLVITE,1982-01-01,DISCN,0,0,1,,WYETH PHARMACEUTICALS INC,0.0,PRODUCT_005897_008,N
TABLET,ORAL,PBZ,1982-01-01,DISCN,1,0,0,,NOVARTIS PHARMACEUTICALS CORP,0.0,PRODUCT_005914_002,N
ELIXIR,ORAL,PBZ,1982-01-01,DISCN,1,0,0,,NOVARTIS PHARMACEUTICALS CORP,0.0,PRODUCT_005914_004,N
INJECTABLE,INJECTION,D.H.E. 45,1982-01-01,DISCN,0,0,1,1.0,BAUSCH HEALTH US LLC,1.0,PRODUCT_005929_001,N
INJECTABLE,INJECTION,AMINOSOL 5%,1985-01-31,DISCN,0,0,1,,ABBVIE INC,0.0,PRODUCT_005932_012,N
INJECTABLE,INJECTION,BAL,1982-01-01,RX,0,0,1,0.0,PROVEPHARM SAS,1.0,PRODUCT_005939_001,N
SOLUTION/DROPS,OPHTHALMIC,SODIUM SULAMYD,1982-01-01,DISCN,0,1,0,,SCHERING CORP SUB SCHERING PLOUGH CORP,0.0,PRODUCT_005963_001,N
OINTMENT,OPHTHALMIC,SODIUM SULAMYD,1982-01-01,DISCN,0,1,0,,SCHERING CORP SUB SCHERING PLOUGH CORP,0.0,PRODUCT_005963_002,N
SOLUTION/DROPS,OPHTHALMIC,SODIUM SULAMYD,1982-01-01,DISCN,0,1,0,,SCHERING CORP SUB SCHERING PLOUGH CORP,0.0,PRODUCT_005963_003,N
INJECTABLE,INJECTION,SOTRADECOL,1982-01-01,DISCN,0,0,1,,ELKINS SINN DIV AH ROBINS CO INC,0.0,PRODUCT_005970_004,N
INJECTABLE,INJECTION,SOTRADECOL,1982-01-01,DISCN,0,0,1,,ELKINS SINN DIV AH ROBINS CO INC,0.0,PRODUCT_005970_005,N
TABLET,ORAL,ARALEN,1982-01-01,DISCN,1,0,0,,SANOFI AVENTIS US LLC,1.0,PRODUCT_006002_001,N
INJECTABLE,INJECTION,ARALEN HYDROCHLORIDE,1982-01-01,DISCN,0,0,1,,SANOFI AVENTIS US LLC,0.0,PRODUCT_006002_002,N
TABLET,ORAL,MESANTOIN,1982-01-01,DISCN,1,0,0,,NOVARTIS PHARMACEUTICALS CORP,0.0,PRODUCT_006008_001,N
CAPSULE,ORAL,FOLVRON,1982-01-01,DISCN,1,0,0,,LEDERLE LABORATORIES DIV AMERICAN CYANAMID CO,0.0,PRODUCT_006012_003,N
TABLET,ORAL,METHERGINE,1982-01-01,DISCN,1,0,0,0.0,EDISON THERAPEUTICS LLC,1.0,PRODUCT_006035_003,N
INJECTABLE,INJECTION,METHERGINE,1982-01-01,RX,0,0,1,0.0,EDISON THERAPEUTICS LLC,1.0,PRODUCT_006035_004,N
"TABLET, DELAYED RELEASE",ORAL,DIASONE SODIUM,1982-01-01,DISCN,1,0,0,,ABBVIE INC,0.0,PRODUCT_006044_003,N
INJECTABLE,INJECTION,BEROCCA PN,1985-10-10,DISCN,0,0,1,,HOFFMANN LA ROCHE INC,0.0,PRODUCT_006071_003,N
INJECTABLE,INJECTION,TUBOCURARINE CHLORIDE,1982-01-01,DISCN,0,0,1,,HOSPIRA INC,0.0,PRODUCT_006095_001,N
CREAM,VAGINAL,DIENESTROL,1982-01-01,DISCN,0,1,0,,ORTHO MCNEIL PHARMACEUTICAL INC,0.0,PRODUCT_006110_005,N
TABLET,ORAL,DOLOPHINE HYDROCHLORIDE,1982-01-01,DISCN,1,0,0,1.0,HIKMA PHARMACEUTICALS USA INC,1.0,PRODUCT_006134_002,N
SYRUP,ORAL,DOLOPHINE HYDROCHLORIDE,1982-01-01,DISCN,1,0,0,1.0,HIKMA PHARMACEUTICALS USA INC,0.0,PRODUCT_006134_004,N
TABLET,ORAL,DOLOPHINE HYDROCHLORIDE,1982-01-01,DISCN,1,0,0,1.0,HIKMA PHARMACEUTICALS USA INC,1.0,PRODUCT_006134_010,N
TABLET,ORAL,FOLIC ACID,1982-01-01,DISCN,1,0,0,,ELI LILLY AND CO,0.0,PRODUCT_006135_003,N
INJECTABLE,INJECTION,BENADRYL,1982-01-01,DISCN,0,0,1,,MCNEIL CONSUMER HEALTHCARE,0.0,PRODUCT_006146_001,N
INJECTABLE,INJECTION,BENADRYL,1982-01-01,DISCN,0,0,1,,MCNEIL CONSUMER HEALTHCARE,1.0,PRODUCT_006146_002,N
INJECTABLE,INJECTION,HYPROTIGEN 5%,1984-01-10,DISCN,0,0,1,,B BRAUN MEDICAL INC,0.0,PRODUCT_006170_003,N
TABLET,ORAL,PROPYLTHIOURACIL,1982-01-01,RX,1,0,0,1.0,DAVA PHARMACEUTICALS INC,1.0,PRODUCT_006188_001,N
INJECTABLE,INJECTION,HEAVY SOLUTION NUPERCAINE,1982-01-01,DISCN,0,0,1,,NOVARTIS PHARMACEUTICALS CORP,0.0,PRODUCT_006203_001,N
TABLET,ORAL,PROPYLTHIOURACIL,1982-01-01,DISCN,1,0,0,,ELI LILLY AND CO,0.0,PRODUCT_006213_001,N
SOAP,TOPICAL,GAMOPHEN,1982-01-01,DISCN,0,1,0,,ARBROOK INC,0.0,PRODUCT_006270_003,N
CREAM,TOPICAL,KWELL,1982-01-01,DISCN,0,1,0,,REED AND CARNRICK PHARMACEUTICALS DIV BLOCK DRUG CO INC,0.0,PRODUCT_006309_001,N
LOTION,TOPICAL,KWELL,1982-01-01,DISCN,0,1,0,,REED AND CARNRICK PHARMACEUTICALS DIV BLOCK DRUG CO INC,0.0,PRODUCT_006309_003,N
