warnref_id,warning_id,ref_type,ref_id,ref_url
100,89,DailyMed,f260ff2a-76a0-4672-9516-91c344b67890,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f260ff2a-76a0-4672-9516-91c344b67890
101,89,DailyMed,c0f57839-1c9b-49e5-8c7a-708e2d16495d,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c0f57839-1c9b-49e5-8c7a-708e2d16495d
112,98,DailyMed,730039c2-0a32-4775-855d-98b2207e93e2,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=730039c2-0a32-4775-855d-98b2207e93e2
120,99,DailyMed,61d2da8d-b435-4ada-a013-401786f7cace,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=61d2da8d-b435-4ada-a013-401786f7cace
127,99,DailyMed,9faf560b-6022-42c3-8389-9a0e109a39c1,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9faf560b-6022-42c3-8389-9a0e109a39c1
132,106,DailyMed,a16297df-3158-48db-85e5-5cd506885556,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a16297df-3158-48db-85e5-5cd506885556
134,108,DailyMed,eb1cc8d0-4231-41ea-8535-4fd872129713,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=eb1cc8d0-4231-41ea-8535-4fd872129713
135,108,DailyMed,a8a7eb93-4192-4826-bbf1-82c06634f553,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a8a7eb93-4192-4826-bbf1-82c06634f553
144,109,DailyMed,f469fb38-0380-4621-9db3-a4f429126156,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f469fb38-0380-4621-9db3-a4f429126156
155,110,DailyMed,91add2e3-8359-47dc-b79f-197d36b02819,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=91add2e3-8359-47dc-b79f-197d36b02819
177,134,DailyMed,a482eccd-8837-47ea-904d-2f2c294d10fa,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a482eccd-8837-47ea-904d-2f2c294d10fa
179,135,DailyMed,a482eccd-8837-47ea-904d-2f2c294d10fa,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a482eccd-8837-47ea-904d-2f2c294d10fa
189,145,DailyMed,06c0a04f-a77e-4871-9bb4-13abe2cbbe7a,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=06c0a04f-a77e-4871-9bb4-13abe2cbbe7a
200,152,DailyMed,43ba3de1-ab2e-06f6-e054-00144ff8d46c,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=43ba3de1-ab2e-06f6-e054-00144ff8d46c
204,158,DailyMed,b1b0fa3e-11c3-46d0-9537-6b372c2a1b56,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b1b0fa3e-11c3-46d0-9537-6b372c2a1b56
206,158,DailyMed,2f994aed-f8e7-4967-a167-b22b783b4192,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2f994aed-f8e7-4967-a167-b22b783b4192
211,159,DailyMed,b1b0fa3e-11c3-46d0-9537-6b372c2a1b56,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b1b0fa3e-11c3-46d0-9537-6b372c2a1b56
216,159,DailyMed,2f994aed-f8e7-4967-a167-b22b783b4192,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2f994aed-f8e7-4967-a167-b22b783b4192
224,160,DailyMed,2f994aed-f8e7-4967-a167-b22b783b4192,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2f994aed-f8e7-4967-a167-b22b783b4192
226,160,DailyMed,b1b0fa3e-11c3-46d0-9537-6b372c2a1b56,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b1b0fa3e-11c3-46d0-9537-6b372c2a1b56
227,161,DailyMed,9ffe79a1-ac91-4a7b-a9e3-7c84bfa9ddf0,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9ffe79a1-ac91-4a7b-a9e3-7c84bfa9ddf0
228,162,DailyMed,9ffe79a1-ac91-4a7b-a9e3-7c84bfa9ddf0,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9ffe79a1-ac91-4a7b-a9e3-7c84bfa9ddf0
229,163,DailyMed,9ffe79a1-ac91-4a7b-a9e3-7c84bfa9ddf0,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9ffe79a1-ac91-4a7b-a9e3-7c84bfa9ddf0
231,165,DailyMed,52b27c75-9f5a-4816-bafd-dace9d7d2063,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=52b27c75-9f5a-4816-bafd-dace9d7d2063
233,168,DailyMed,fa6026e0-cfa0-46dc-a6ea-b3757c189329,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fa6026e0-cfa0-46dc-a6ea-b3757c189329
238,168,DailyMed,ebe21270-5278-4b2a-b91a-21b8d35aa821,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ebe21270-5278-4b2a-b91a-21b8d35aa821
241,170,DailyMed,4e478edb-e340-4976-ac24-4bb32c5e12e3,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e478edb-e340-4976-ac24-4bb32c5e12e3
243,172,DailyMed,866e9f35-9035-4581-a4b1-75a621ab55cf,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=866e9f35-9035-4581-a4b1-75a621ab55cf
244,173,DailyMed,866e9f35-9035-4581-a4b1-75a621ab55cf,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=866e9f35-9035-4581-a4b1-75a621ab55cf
246,178,DailyMed,1534c9ae-4948-4cf4-9f66-222a99db6d0e,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1534c9ae-4948-4cf4-9f66-222a99db6d0e
247,179,DailyMed,c16ac648-d5d2-9f7d-8637-e2328572754e,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c16ac648-d5d2-9f7d-8637-e2328572754e
258,183,DailyMed,be41d21c-4747-47bb-b4b7-bbfabcd7a9b1,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=be41d21c-4747-47bb-b4b7-bbfabcd7a9b1
278,192,DailyMed,19f1e761-69e9-4330-ad3c-1f1180d70cb0,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=19f1e761-69e9-4330-ad3c-1f1180d70cb0
286,210,DailyMed,d7fc7c7b-2ecf-4543-8bb4-9b4415d66613,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d7fc7c7b-2ecf-4543-8bb4-9b4415d66613
288,210,DailyMed,7437a43f-172a-4f4e-8132-fe23b00224f9,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7437a43f-172a-4f4e-8132-fe23b00224f9
289,210,DailyMed,2d1eb4bd-51f9-4c9b-9fb1-0be5e30a3dc5,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2d1eb4bd-51f9-4c9b-9fb1-0be5e30a3dc5
299,231,DailyMed,2d301358-6291-4ec1-bd87-37b4ad9bd850,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2d301358-6291-4ec1-bd87-37b4ad9bd850
300,236,DailyMed,1a550c33-456a-4833-814e-8591aea7c688,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1a550c33-456a-4833-814e-8591aea7c688
309,243,DailyMed,464690ce-cc70-4bbb-8769-69b710908be1,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=464690ce-cc70-4bbb-8769-69b710908be1
329,247,DailyMed,34767dda-ce52-4f98-a45f-bb5cee0cd5e6,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=34767dda-ce52-4f98-a45f-bb5cee0cd5e6
330,247,DailyMed,23aa1bb3-cecf-4e62-29bb-48488bb66fc3,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=23aa1bb3-cecf-4e62-29bb-48488bb66fc3
332,247,DailyMed,b086772e-d15a-4d13-b1a2-38bfbde1f18c,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b086772e-d15a-4d13-b1a2-38bfbde1f18c
333,248,DailyMed,8da7abe2-4f86-4d74-b819-57989f77a633,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8da7abe2-4f86-4d74-b819-57989f77a633
337,249,DailyMed,6494d2d9-0ce4-4126-b1c7-49684395942b,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6494d2d9-0ce4-4126-b1c7-49684395942b
345,250,DailyMed,914bfba9-6602-4bbd-9313-20b84d2e0e37,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=914bfba9-6602-4bbd-9313-20b84d2e0e37
354,252,DailyMed,bf456fc7-3a79-47f7-8acc-600b5e2f0dc2,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bf456fc7-3a79-47f7-8acc-600b5e2f0dc2
365,277,DailyMed,1c90aa68-cc12-41ef-aebc-2616ae45683a,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1c90aa68-cc12-41ef-aebc-2616ae45683a
379,283,DailyMed,2f87bcd5-6fc8-4084-9644-519fa5ee8a6b,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2f87bcd5-6fc8-4084-9644-519fa5ee8a6b
399,289,DailyMed,9eb057eb-29ce-40d2-9ac8-ed107f25f5ab,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9eb057eb-29ce-40d2-9ac8-ed107f25f5ab
401,289,DailyMed,e176b6ef-2ff6-498b-a9d8-7a634d147f37,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e176b6ef-2ff6-498b-a9d8-7a634d147f37
406,290,DailyMed,9eb057eb-29ce-40d2-9ac8-ed107f25f5ab,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9eb057eb-29ce-40d2-9ac8-ed107f25f5ab
408,290,DailyMed,e176b6ef-2ff6-498b-a9d8-7a634d147f37,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e176b6ef-2ff6-498b-a9d8-7a634d147f37
415,322,DailyMed,9f9dd7b9-a072-46d0-a8b5-b3e138c85f1c,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9f9dd7b9-a072-46d0-a8b5-b3e138c85f1c
427,323,DailyMed,9f9dd7b9-a072-46d0-a8b5-b3e138c85f1c,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9f9dd7b9-a072-46d0-a8b5-b3e138c85f1c
436,324,DailyMed,9f9dd7b9-a072-46d0-a8b5-b3e138c85f1c,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9f9dd7b9-a072-46d0-a8b5-b3e138c85f1c
444,330,DailyMed,8bc6397e-4bd8-4d37-a007-a327e4da34d9,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8bc6397e-4bd8-4d37-a007-a327e4da34d9
445,337,DailyMed,967ed3ff-d99b-41e8-b768-dfb586d3d9a6,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=967ed3ff-d99b-41e8-b768-dfb586d3d9a6
446,338,DailyMed,967ed3ff-d99b-41e8-b768-dfb586d3d9a6,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=967ed3ff-d99b-41e8-b768-dfb586d3d9a6
447,339,DailyMed,aed29594-211d-49ef-813f-131975a8d0e3,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aed29594-211d-49ef-813f-131975a8d0e3
473,364,DailyMed,56541229-8c1a-4550-8951-2415ed08e7e9,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=56541229-8c1a-4550-8951-2415ed08e7e9
476,365,DailyMed,56541229-8c1a-4550-8951-2415ed08e7e9,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=56541229-8c1a-4550-8951-2415ed08e7e9
477,366,DailyMed,56541229-8c1a-4550-8951-2415ed08e7e9,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=56541229-8c1a-4550-8951-2415ed08e7e9
481,367,DailyMed,56541229-8c1a-4550-8951-2415ed08e7e9,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=56541229-8c1a-4550-8951-2415ed08e7e9
496,373,DailyMed,7049f870-6741-4a67-8033-398c36126a06,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7049f870-6741-4a67-8033-398c36126a06
550,376,DailyMed,6fa203ab-2822-4394-8f17-83f6eeaec626,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6fa203ab-2822-4394-8f17-83f6eeaec626
551,380,DailyMed,a32820f7-9ff6-4c13-a96a-4483a943fe82,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a32820f7-9ff6-4c13-a96a-4483a943fe82
553,380,DailyMed,508496cb-3441-46b3-a4fe-e0d440e6adc6,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=508496cb-3441-46b3-a4fe-e0d440e6adc6
555,380,DailyMed,76aea034-6d58-4390-a164-36aa09c1f101,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=76aea034-6d58-4390-a164-36aa09c1f101
558,381,DailyMed,76aea034-6d58-4390-a164-36aa09c1f101,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=76aea034-6d58-4390-a164-36aa09c1f101
559,381,DailyMed,a32820f7-9ff6-4c13-a96a-4483a943fe82,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a32820f7-9ff6-4c13-a96a-4483a943fe82
562,382,DailyMed,a32820f7-9ff6-4c13-a96a-4483a943fe82,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a32820f7-9ff6-4c13-a96a-4483a943fe82
563,382,DailyMed,2bf8d2fb-80c8-401d-8e9b-d58463f5e954,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2bf8d2fb-80c8-401d-8e9b-d58463f5e954
565,382,DailyMed,76aea034-6d58-4390-a164-36aa09c1f101,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=76aea034-6d58-4390-a164-36aa09c1f101
567,383,DailyMed,508496cb-3441-46b3-a4fe-e0d440e6adc6,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=508496cb-3441-46b3-a4fe-e0d440e6adc6
581,385,DailyMed,9c75e30a-a410-40f1-b653-04d532bd9144,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9c75e30a-a410-40f1-b653-04d532bd9144
593,391,DailyMed,9ff60c5e-a20d-4664-827b-b73153d0f723,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9ff60c5e-a20d-4664-827b-b73153d0f723
598,392,DailyMed,0800afad-e4cd-4f70-aaa1-a14547be4729,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0800afad-e4cd-4f70-aaa1-a14547be4729
601,393,DailyMed,bd1c1648-4733-4233-8337-469fe11bd0cb,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bd1c1648-4733-4233-8337-469fe11bd0cb
630,414,DailyMed,689750b7-8e51-47d9-a428-078f3f6c9dec,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=689750b7-8e51-47d9-a428-078f3f6c9dec
631,416,DailyMed,010905f9-3bcb-4b50-9fe8-a3ad0010f14c,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=010905f9-3bcb-4b50-9fe8-a3ad0010f14c
632,417,DailyMed,010905f9-3bcb-4b50-9fe8-a3ad0010f14c,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=010905f9-3bcb-4b50-9fe8-a3ad0010f14c
636,442,DailyMed,2de1e8b1-625f-43ce-a1d5-d543be208b11,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2de1e8b1-625f-43ce-a1d5-d543be208b11
638,443,DailyMed,2de1e8b1-625f-43ce-a1d5-d543be208b11,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2de1e8b1-625f-43ce-a1d5-d543be208b11
643,444,DailyMed,f3dc2a50-1084-4190-a6f3-37034a04db86,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f3dc2a50-1084-4190-a6f3-37034a04db86
646,450,DailyMed,8105e590-fc7e-45b7-9604-c2d0d1be5eac,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8105e590-fc7e-45b7-9604-c2d0d1be5eac
647,450,DailyMed,c4fdc56e-efd7-4825-a518-ef430b2b3df0,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c4fdc56e-efd7-4825-a518-ef430b2b3df0
650,454,DailyMed,4c7e5795-feba-425d-7ca3-6cb2c3a1c43c,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4c7e5795-feba-425d-7ca3-6cb2c3a1c43c
651,455,DailyMed,4c7e5795-feba-425d-7ca3-6cb2c3a1c43c,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4c7e5795-feba-425d-7ca3-6cb2c3a1c43c
658,464,DailyMed,7f5374f9-66bb-7e32-ffe6-61a7ddeb37c1,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7f5374f9-66bb-7e32-ffe6-61a7ddeb37c1
659,465,DailyMed,7f5374f9-66bb-7e32-ffe6-61a7ddeb37c1,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7f5374f9-66bb-7e32-ffe6-61a7ddeb37c1
662,466,DailyMed,7f5374f9-66bb-7e32-ffe6-61a7ddeb37c1,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7f5374f9-66bb-7e32-ffe6-61a7ddeb37c1
663,467,DailyMed,7f5374f9-66bb-7e32-ffe6-61a7ddeb37c1,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7f5374f9-66bb-7e32-ffe6-61a7ddeb37c1
665,468,DailyMed,5ec05285-4cbd-49c4-951b-86829da6f587,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5ec05285-4cbd-49c4-951b-86829da6f587
669,473,DailyMed,0fd36cb9-c4f6-4167-93c9-8530865db3f9,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0fd36cb9-c4f6-4167-93c9-8530865db3f9
670,474,DailyMed,0fd36cb9-c4f6-4167-93c9-8530865db3f9,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0fd36cb9-c4f6-4167-93c9-8530865db3f9
672,476,DailyMed,0fd36cb9-c4f6-4167-93c9-8530865db3f9,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0fd36cb9-c4f6-4167-93c9-8530865db3f9
673,481,DailyMed,227784a8-ce68-4dd4-8ac5-a65265969677,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=227784a8-ce68-4dd4-8ac5-a65265969677
674,481,DailyMed,29fe455e-f177-4b0e-99fb-60a53016db72,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=29fe455e-f177-4b0e-99fb-60a53016db72
675,482,DailyMed,227784a8-ce68-4dd4-8ac5-a65265969677,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=227784a8-ce68-4dd4-8ac5-a65265969677
676,482,DailyMed,29fe455e-f177-4b0e-99fb-60a53016db72,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=29fe455e-f177-4b0e-99fb-60a53016db72
686,488,DailyMed,97f7bfcb-8666-464c-87b6-9621ceca5ee2,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=97f7bfcb-8666-464c-87b6-9621ceca5ee2
687,488,DailyMed,5af1643d-4c6e-4668-ae9b-1046f0ad6d8a,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5af1643d-4c6e-4668-ae9b-1046f0ad6d8a
688,492,DailyMed,fb77637a-88d9-4aea-958f-e270030ce30d,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fb77637a-88d9-4aea-958f-e270030ce30d
703,514,DailyMed,dd659d39-41f5-4612-8f17-bad602b4784d,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dd659d39-41f5-4612-8f17-bad602b4784d
705,514,DailyMed,edad7c67-a872-41ad-a8bd-169278693cc2,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=edad7c67-a872-41ad-a8bd-169278693cc2
709,520,DailyMed,ec2d13f3-d14f-47e4-abe9-7763f95a8e94,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ec2d13f3-d14f-47e4-abe9-7763f95a8e94
782,530,DailyMed,dff10e66-a577-451d-ba75-1889458ca833,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dff10e66-a577-451d-ba75-1889458ca833
815,531,DailyMed,dff10e66-a577-451d-ba75-1889458ca833,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dff10e66-a577-451d-ba75-1889458ca833
858,532,DailyMed,dff10e66-a577-451d-ba75-1889458ca833,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dff10e66-a577-451d-ba75-1889458ca833
877,533,DailyMed,b9e0536f-3575-4c19-9771-c1806bc23351,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b9e0536f-3575-4c19-9771-c1806bc23351
882,533,DailyMed,f8b489ee-b48f-41b6-a759-c910e531576f,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f8b489ee-b48f-41b6-a759-c910e531576f
886,534,DailyMed,b9e0536f-3575-4c19-9771-c1806bc23351,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b9e0536f-3575-4c19-9771-c1806bc23351
887,534,DailyMed,f8b489ee-b48f-41b6-a759-c910e531576f,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f8b489ee-b48f-41b6-a759-c910e531576f
