ass_cls_map_id,assay_id,assay_class_id
2380114,35329,91
2381082,35329,92
2380347,35330,91
2381369,35330,92
2404009,35333,115
2380616,35447,91
2381679,35447,92
2403293,35447,115
2380980,35448,91
2382108,35448,92
2412203,35448,115
2380515,35449,91
2381568,35449,92
2401063,35449,115
2380147,35450,91
2381122,35450,92
2391762,35450,115
2399989,35637,115
2391400,35641,115
2398868,35642,115
2412571,35752,115
2403646,35753,115
2409589,35754,115
2392108,35755,115
2380721,35757,91
2381803,35757,92
2405505,35757,115
2380383,35758,91
2381410,35758,92
2397777,35758,115
2380664,35759,91
2381737,35759,92
2404376,35759,115
2380884,35760,91
2381991,35760,92
2409590,35760,115
2380811,35761,91
2381910,35761,92
2407705,35761,115
2380296,35762,91
2381301,35762,92
2395465,35762,115
2380531,35763,91
2381586,35763,92
2401438,35763,115
2381006,35764,91
2382143,35764,92
2412937,35764,115
2380267,35765,91
2381264,35765,92
2394735,35765,115
2381034,35766,91
2382175,35766,92
2413603,35766,115
2380099,35767,91
2381062,35767,92
2390655,35767,115
2380876,35768,91
2381980,35768,92
2409224,35768,115
2380450,35769,91
2381491,35769,92
2399642,35769,115
2380193,35770,91
2381176,35770,92
2392862,35770,115
2380180,35771,91
2381160,35771,92
2392473,35771,115
2381005,35772,91
2382142,35772,92
2412762,35772,115
2380384,35773,91
2381411,35773,92
2397778,35773,115
2380194,35774,91
2381177,35774,92
2392863,35774,115
2380645,35775,91
2381713,35775,92
2404008,35775,115
2380091,35776,91
2381053,35776,92
2390298,35776,115
2380683,35777,91
2381760,35777,92
2404778,35777,115
2380164,35778,91
2381143,35778,92
2391936,35778,115
2380668,35779,91
2381741,35779,92
2404380,35779,115
2380497,35780,91
2381548,35780,92
2400731,35780,115
2380232,35781,91
2381225,35781,92
2393989,35781,115
2380633,35782,91
2381699,35782,92
2403649,35782,115
2381039,35783,91
2382180,35783,92
2413606,35783,115
2380837,35784,91
2381938,35784,92
2408091,35784,115
2380887,35785,91
2381994,35785,92
2409593,35785,115
2460933,35816,280
2460945,35817,280
2380812,36089,91
2381911,36089,92
2407706,36089,115
2380629,36090,91
2381695,36090,92
2403647,36090,115
2380646,36091,91
2381714,36091,92
2380399,36237,91
2381431,36237,92
2393045,36398,115
2381041,36399,91
2382182,36399,92
2380780,36400,91
2381874,36400,92
2380740,36401,91
2381826,36401,92
2380324,36402,91
2381339,36402,92
2380397,36403,91
2381427,36403,92
2380781,36404,91
2381875,36404,92
2380719,36405,91
2381802,36405,92
2381042,36406,91
2382183,36406,92
2380423,36407,91
2381461,36407,92
2380699,36408,91
2381779,36408,92
2380411,36409,91
2381447,36409,92
2380570,36416,91
2381629,36416,92
2382403,36416,93
2461137,36426,280
2460955,36427,280
2460934,36439,280
2380469,36543,91
2381515,36543,92
2388928,36543,114
2399993,36543,115
2380685,36544,91
2381763,36544,92
2389393,36544,114
2404779,36544,115
2380483,36545,91
2381533,36545,92
2388959,36545,114
2400362,36545,115
2380739,36546,91
2381824,36546,92
2389485,36546,114
2405874,36546,115
2380255,36547,91
2381250,36547,92
2380955,36548,91
2382076,36548,92
2380408,36549,91
2381444,36549,92
2380889,36552,91
2381996,36552,92
2409595,36552,115
2381043,36553,91
2382184,36553,92
2413608,36553,115
2380817,36554,91
2381917,36554,92
2407711,36554,115
2380793,36555,91
2381890,36555,92
2407337,36555,115
2380427,36556,91
2381465,36556,92
2398871,36556,115
2380236,36557,91
2381229,36557,92
2393993,36557,115
2380412,36558,91
2381448,36558,92
2398517,36558,115
2380119,36559,91
2381088,36559,92
2391048,36559,115
2380279,36560,91
2381281,36560,92
2395110,36560,115
2380753,36561,91
2381843,36561,92
2406258,36561,115
2362240,36562,82
2381956,36562,92
2362563,36563,82
2382125,36563,92
2361065,36564,82
2381193,36564,92
2394348,36567,115
2362188,36570,82
2381918,36570,92
2407712,36570,115
2361604,36571,82
2381516,36571,92
2399994,36571,115
2361939,36572,82
2381743,36572,92
2404382,36572,115
2361690,36573,82
2381571,36573,92
2401067,36573,115
2364761,36575,87
2393233,36575,115
2390169,36576,114
2412941,36576,115
2388862,36577,114
2399247,36577,115
2389165,36578,114
2402554,36578,115
2389636,36579,114
2407341,36579,115
2388863,36580,114
2399248,36580,115
2389261,36581,114
2403653,36581,115
2429597,36591,140
2434329,36591,159
2380117,36690,91
2381086,36690,92
2391046,36690,115
2380338,36691,91
2381356,36691,92
2396604,36691,115
2380899,36692,91
2382010,36692,92
2409982,36692,115
2380900,36693,91
2382011,36693,92
2409983,36693,115
2380138,36694,91
2381108,36694,92
2391401,36694,115
2380957,36695,91
2382080,36695,92
2411506,36695,115
2380648,36696,91
2381717,36696,92
2404010,36696,115
2380350,36697,91
2381372,36697,92
2396989,36697,115
2380093,36698,91
2381055,36698,92
2390300,36698,115
2380351,36699,91
2381373,36699,92
2396990,36699,115
2380118,36700,91
2381087,36700,92
2391047,36700,115
2380634,36716,91
2381700,36716,92
2403650,36716,115
2380981,36717,91
2382109,36717,92
2412205,36717,115
2380635,36718,91
2381701,36718,92
2403651,36718,115
2380602,36719,91
2381665,36719,92
2402909,36719,115
2380254,36720,91
2381249,36720,92
2394347,36720,115
2380098,36721,91
2381061,36721,92
2390491,36721,115
2380815,36722,91
2381915,36722,92
2407709,36722,115
2380517,36723,91
2381570,36723,92
2401064,36723,115
2381018,36724,91
2382158,36724,92
2413250,36724,115
2380888,36725,91
2381995,36725,92
2409594,36725,115
2380168,36726,91
2381147,36726,92
2392111,36726,115
2381031,36841,91
2382172,36841,92
2413395,36841,115
2380601,36842,91
2381664,36842,92
2402908,36842,115
2380929,36843,91
2382043,36843,92
2410756,36843,115
2380534,36844,91
2381590,36844,92
2401440,36844,115
2380233,36845,91
2381226,36845,92
2393990,36845,115
2380942,36846,91
2382060,36846,92
2411110,36846,115
2381007,36847,91
2382144,36847,92
2412938,36847,115
2380298,36848,91
2381303,36848,92
2395467,36848,115
2362471,36849,82
2382078,36849,92
2411504,36849,115
2362355,36850,82
2382007,36850,92
2409979,36850,115
2362098,36851,82
2381858,36851,92
2406609,36851,115
2361243,36852,82
2381304,36852,92
2395468,36852,115
2362562,36853,82
2382121,36853,92
2412572,36853,115
2380166,36855,91
2381145,36855,92
2392109,36855,115
2380852,36856,91
2381954,36856,92
2408473,36856,115
2380533,36857,91
2381588,36857,92
2401439,36857,115
2380149,36858,91
2381124,36858,92
2391764,36858,115
2380203,36859,91
2381191,36859,92
2393231,36859,115
2362356,36860,82
2382008,36860,92
2361097,36861,82
2381210,36861,92
2380268,36866,91
2381265,36866,92
2394736,36866,115
2380632,36867,91
2381698,36867,92
2403648,36867,115
2380554,36868,91
2381612,36868,92
2401829,36868,115
2380336,36869,91
2381354,36869,92
2380865,36870,91
2381968,36870,92
2361036,36871,82
2381178,36871,92
2362263,36872,82
2381969,36872,92
2362072,36873,82
2381838,36873,92
2380788,36874,91
2381884,36874,92
2361634,36875,82
2381531,36875,92
2400360,36875,115
2361418,36876,82
2381414,36876,92
2397779,36876,115
2361038,36877,82
2381180,36877,92
2392866,36877,115
2362031,36878,82
2381805,36878,92
2405507,36878,115
2360834,36879,82
2381063,36879,92
2390656,36879,115
2380734,37016,91
2381820,37016,92
2405691,37016,115
2380649,37017,91
2381718,37017,92
2404011,37017,115
2380816,37018,91
2381916,37018,92
2407710,37018,115
2380687,37019,91
2381765,37019,92
2404781,37019,115
2380557,37020,91
2381615,37020,92
2401832,37020,115
2380558,37021,91
2381616,37021,92
2401833,37021,115
2380650,37022,91
2381719,37022,92
2404012,37022,115
2380197,37023,91
2381182,37023,92
2392867,37023,115
2380585,37024,91
2381646,37024,92
2402553,37024,115
2361999,37026,82
2381782,37026,92
2405153,37026,115
2362053,37027,82
2381825,37027,92
2405875,37027,115
2361569,37028,82
2381494,37028,92
2399644,37028,115
2380958,37029,91
2382081,37029,92
2390033,37029,114
2411507,37029,115
2380364,37030,91
2381388,37030,92
2388667,37030,114
2397342,37030,115
2380271,37031,91
2381269,37031,92
2388435,37031,114
2394739,37031,115
2380928,37032,91
2382042,37032,92
2389951,37032,114
2410755,37032,115
2380256,37033,91
2381251,37033,92
2388408,37033,114
2394349,37033,115
2380307,37034,91
2381317,37034,92
2388533,37034,114
2395665,37034,115
2380898,37035,91
2382009,37035,92
2389883,37035,114
2409980,37035,115
2497712,37171,341
2380348,37702,91
2381370,37702,92
2396987,37702,115
2380310,37704,91
2381320,37704,92
2388544,37704,114
2395857,37704,115
2380335,37705,91
2381353,37705,92
2380230,37706,91
2381223,37706,92
2381035,37707,91
2382176,37707,92
2380647,37708,91
2381715,37708,92
2380861,37709,91
2381964,37709,92
2380834,37710,91
2381935,37710,92
2380322,37711,91
2381336,37711,92
2380835,37712,91
2381936,37712,92
2408089,37712,115
2380862,37713,91
2381965,37713,92
2408835,37713,115
2380863,37714,91
2381966,37714,92
2408836,37714,115
2380465,37715,91
2381511,37715,92
2380696,37716,91
2381775,37716,92
2380631,37718,91
2381697,37718,92
2380765,37719,91
2381857,37719,92
2380618,37720,91
2381681,37720,92
2380480,37721,91
2381529,37721,92
2380695,37722,91
2381774,37722,92
2380630,37723,91
2381696,37723,92
2380749,37724,91
2381837,37724,92
2381032,37725,91
2382173,37725,92
2380599,37726,91
2381662,37726,92
2380553,37727,91
2381611,37727,92
2380725,37728,91
2381808,37728,92
2380794,37729,91
2381891,37729,92
2380795,37730,91
2381892,37730,92
2380867,37731,91
2381971,37731,92
2380726,37732,91
2381809,37732,92
2380854,37733,91
2381957,37733,92
2408477,37733,115
2380386,37734,91
2381415,37734,92
2397780,37734,115
2380752,37740,91
2381842,37740,92
2406257,37740,115
2380723,37741,91
2381806,37741,92
2405508,37741,115
2380181,37742,91
2381161,37742,92
2392474,37742,115
2380234,37743,91
2381227,37743,92
2393991,37743,115
2380535,37744,91
2381591,37744,92
2401441,37744,115
2380724,37745,91
2381807,37745,92
2405509,37745,115
2381040,37746,91
2382181,37746,92
2413607,37746,115
2380352,37852,91
2381374,37852,92
2396991,37852,115
2380968,37853,91
2382094,37853,92
2411867,37853,115
2380280,37854,91
2381282,37854,92
2395112,37854,115
2380499,37855,91
2381550,37855,92
2400734,37855,115
2380994,37856,91
2382126,37856,92
2412575,37856,115
2380365,37857,91
2381389,37857,92
2397343,37857,115
2394734,37869,115
2391044,37870,115
2406441,37871,115
2407334,37872,115
2399987,37873,115
2412204,37874,115
2410120,37875,115
2404777,37879,115
2410753,37880,115
2399242,37881,115
2380901,38196,91
2382012,38196,92
2382569,38196,93
2381052,38197,91
2382196,38197,92
2382659,38197,93
2380838,38198,91
2381939,38198,92
2382521,38198,93
2380428,38199,91
2381466,38199,92
2382339,38199,93
2380886,38200,91
2381993,38200,92
2382559,38200,93
2380644,38201,91
2381712,38201,92
2382440,38201,93
2380463,38202,91
2381509,38202,92
2382366,38202,93
2380581,38203,91
2381642,38203,92
2382409,38203,93
2380436,38204,91
2381476,38204,92
2382341,38204,93
2389693,38373,114
2408092,38373,115
2389533,38374,114
2406259,38374,115
2436184,38840,161
2436260,38841,161
2436196,38842,161
2436271,38843,161
2519816,38844,538
2519753,38845,538
2429801,38846,140
2501199,39313,341
2508881,39313,342
2310449,39313,346
2504294,39314,341
2511592,39314,342
2503426,39439,341
2510823,39439,342
2504077,39440,341
2511397,39440,342
2501978,39441,341
2509560,39441,342
2310587,39441,346
2403652,40148,115
2401834,40149,115
2410759,40150,115
2408839,40151,115
2413445,40152,115
2397344,40181,115
2404782,40182,115
2404014,40183,115
2409984,40298,115
2396606,40299,115
2393232,40300,115
2391049,40301,115
2412206,40302,115
2398872,40303,115
2401066,40304,115
2398712,40305,115
2361277,40318,82
2395859,40318,115
2361037,40319,82
2392864,40319,115
2361784,40321,82
2402209,40321,115
2361658,40322,82
2400733,40322,115
2362054,40324,82
2405876,40324,115
2362212,40329,82
2408093,40329,115
2361156,40330,82
2394350,40330,115
2361511,40331,82
2398870,40331,115
2362239,40332,82
2408475,40332,115
2362507,40333,82
2411866,40333,115
2362357,40334,82
2409981,40334,115
2362297,40335,82
2409225,40335,115
2403295,40475,115
2409599,40477,115
2400735,40481,115
2411113,40482,115
2396608,40483,115
2392113,40484,115
2407338,40485,115
2409597,40491,115
2405877,40620,115
2413251,40621,115
2394740,40622,115
2391402,40623,115
2409598,40624,115
2403060,40625,115
2400363,40626,115
2396607,40627,115
2396992,40628,115
2397345,40629,115
2360803,40635,82
2390302,40635,115
2361039,40636,82
2392870,40636,115
2361915,40637,82
2404016,40637,115
2362264,40638,82
2408841,40638,115
2360989,40639,82
2392477,40639,115
2518282,40903,503
2401442,41513,115
2395111,41514,115
2395858,41515,115
2406608,41632,115
2409592,41633,115
2404378,41634,115
2392869,41722,115
2403296,41723,115
2361630,41737,82
2400170,41737,115
2361754,41738,82
2401640,41738,115
2405149,41742,115
2411111,41760,115
2401065,41761,115
2408476,41762,115
2404013,42575,115
2392476,43425,115
2504929,43838,341
2512144,43838,342
2311217,43838,346
2408840,44670,115
2409596,44810,115
2434667,44905,159
2435459,44906,159
2435271,44907,159
2435544,44908,159
2435832,44909,159
2434234,44910,159
2438299,44911,172
2438374,44912,172
2437806,44913,172
2437841,44914,172
2437901,44915,172
2438441,44916,172
2429968,44917,140
2434936,44917,159
2429562,44918,140
2434257,44918,159
2437122,44921,163
2437012,44922,163
2436896,44923,163
2437050,44924,163
2436695,44925,163
2438048,45086,172
2429579,45088,140
2429647,45089,140
2430398,45114,140
2430501,45115,140
2430231,45116,140
2436545,45132,163
2436619,45276,163
2436669,45286,163
2436392,45287,163
2436580,45288,163
2437051,45289,163
2434511,45301,159
2435833,45302,159
2435460,45303,159
2435060,45304,159
2434810,45305,159
2434293,45306,159
2435983,45307,159
2435656,45308,159
2434707,45309,159
2435689,45310,159
2435657,45311,159
2434811,45312,159
2434743,45313,159
2434358,45314,159
2434864,45315,159
2434359,45316,159
2434205,45317,159
2435513,45318,159
2435484,45319,159
2434963,45320,159
2435957,45321,159
2434993,45322,159
2435458,45467,159
2435953,45468,159
2434578,45469,159
2435743,45470,159
2435461,45471,159
2434668,45472,159
2435153,45473,159
2435803,45474,159
2435154,45475,159
2435654,45476,159
2435804,45477,159
2436506,45478,163
2436492,45479,163
2436439,45480,163
2519344,45484,514
2518776,45485,514
2519345,45486,514
2430585,45495,140
2429899,45511,140
2430685,45512,140
2518836,45656,514
2518777,45657,514
2518848,45658,514
2518902,45659,514
2438227,45661,172
2438421,45662,172
2438233,45663,172
2438340,45664,172
2437945,45665,172
2430097,45666,140
2430047,45667,140
2429824,45668,140
2521700,45670,578
2521722,45671,578
2521799,45679,578
2435325,45688,159
2439747,45694,176
2361098,45796,82
2393625,45796,115
2361478,45797,82
2398519,45797,115
2361974,45798,82
2404783,45798,115
2361672,45799,82
2400813,45799,115
2361463,45800,82
2398231,45800,115
2362441,45801,82
2411116,45801,115
2362348,45802,82
2409721,45802,115
2360946,45803,82
2392116,45803,115
2362627,45804,82
2413252,45804,115
2362261,45805,82
2408658,45805,115
2361722,45806,82
2401443,45806,115
2361808,45807,82
2402555,45807,115
2361111,45808,82
2393702,45808,115
2361479,45809,82
2398520,45809,115
2361789,45810,82
2402230,45810,115
2361312,45811,82
2396258,45811,115
2361219,45812,82
2395115,45812,115
2362359,45813,82
2409986,45813,115
2360828,45814,82
2390490,45814,115
2362421,45815,82
2410761,45815,115
2361834,45816,82
2402911,45816,115
2362663,45817,82
2413689,45817,115
2361635,45818,82
2400364,45818,115
2361914,45819,82
2404015,45819,115
2361971,45820,82
2404565,45820,115
2361419,45821,82
2397781,45821,115
2362358,45822,82
2409985,45822,115
2361218,45823,82
2395114,45823,115
2362093,45824,82
2406399,45824,115
2362439,45825,82
2411114,45825,115
2362000,45826,82
2405154,45826,115
2361246,45827,82
2395469,45827,115
2360979,45828,82
2392254,45828,115
2361540,45829,82
2399245,45829,115
2360945,45830,82
2392115,45830,115
2361420,45831,82
2397782,45831,115
2361352,45832,82
2396754,45832,115
2362159,45833,82
2407340,45833,115
2361157,45834,82
2394351,45834,115
2362472,45835,82
2411508,45835,115
2362530,45836,82
2412005,45836,115
2434961,45846,159
2436651,45870,163
2437065,45871,163
2436640,45872,163
2436375,45873,163
2362388,45975,82
2410371,45975,115
2361162,45976,82
2394378,45976,115
2361975,45977,82
2404784,45977,115
2362568,45978,82
2412581,45978,115
2361637,45979,82
2400366,45979,115
2362189,45980,82
2407713,45980,115
2362195,45981,82
2407759,45981,115
2361481,45982,82
2398522,45982,115
2361571,45983,82
2399646,45983,115
2362190,45984,82
2407714,45984,115
2360804,45985,82
2390303,45985,115
2360851,45986,82
2390809,45986,115
2361480,45987,82
2398521,45987,115
2362600,45988,82
2412942,45988,115
2362566,45989,82
2412578,45989,115
2361761,45990,82
2401835,45990,115
2361940,45991,82
2404383,45991,115
2362158,45992,82
2407339,45992,115
2362099,45993,82
2406611,45993,115
2360944,45994,82
2392114,45994,115
2361217,45995,82
2395113,45995,115
2362298,45996,82
2409226,45996,115
2361835,45997,82
2402912,45997,115
2362123,45998,82
2406795,45998,115
2362100,45999,82
2406612,45999,115
2362002,46000,82
2405156,46000,115
2360806,46001,82
2390305,46001,115
2360949,46002,82
2392119,46002,115
2361482,46003,82
2398523,46003,115
2362125,46004,82
2406968,46004,115
2361388,46005,82
2397349,46005,115
2360990,46006,82
2392478,46006,115
2362241,46007,82
2408478,46007,115
2361326,46008,82
2396404,46008,115
2361189,46009,82
2394741,46009,115
2362387,46010,82
2410370,46010,115
2362242,46011,82
2408479,46011,115
2361723,46012,82
2401444,46012,115
2362564,46013,82
2412576,46013,115
2361889,46014,82
2403654,46014,115
2360947,46015,82
2392117,46015,115
2361358,46016,82
2396995,46016,115
2362075,46017,82
2406261,46017,115
2518701,46024,514
2518761,46025,514
2519034,46026,514
2434979,46035,159
2430480,46038,140
2430603,46039,140
2430522,46040,140
2430583,46041,140
2429634,46042,140
2429691,46043,140
2430102,46044,140
2430285,46045,140
2458317,46051,266
2447924,46111,210
2450721,46111,214
2426904,46112,126
2427924,46112,131
2426914,46113,126
2428030,46113,131
2426853,46122,126
2427392,46122,131
2426919,46123,126
2428096,46123,131
2324515,46135,403
2361636,46148,82
2400365,46148,115
2361357,46149,82
2396994,46149,115
2360948,46150,82
2392118,46150,115
2362076,46151,82
2406262,46151,115
2360890,46152,82
2391403,46152,115
2362422,46153,82
2410762,46153,115
2362567,46154,82
2412579,46154,115
2361274,46155,82
2395666,46155,115
2361387,46156,82
2397347,46156,115
2361247,46157,82
2395470,46157,115
2361248,46158,82
2395471,46158,115
2362001,46159,82
2405155,46159,115
2361158,46160,82
2394352,46160,115
2361329,46161,82
2396610,46161,115
2360925,46162,82
2391765,46162,115
2361941,46163,82
2404384,46163,115
2362361,46164,82
2409988,46164,115
2361605,46165,82
2399995,46165,115
2360805,46166,82
2390304,46166,115
2361422,46167,82
2397784,46167,115
2436771,46722,163
2436718,46744,163
2438198,46744,172
2338724,46745,23
2338529,46746,23
2429762,46877,140
2519539,46925,521
2519573,46928,521
2519544,46931,521
2519570,47029,521
2519580,47032,521
2519577,47033,521
2432565,47051,157
2437689,47052,169
2437627,47053,169
2396605,47139,115
2437464,47173,169
2437640,47174,169
2437613,47175,169
